"Gene_ID"	"SRR8368679"	"SRR8368680"	"SRR8368681"	"SRR8368682"	"SRR8368683"	"SRR8368684"
"Rv3047c"	55	57	71	52	53	52
"Rv3048c"	446	583	511	471	433	351
"Rv3049c"	863	907	953	771	994	543
"Rv3050c"	622	699	803	649	706	397
"Rv3051c"	4046	5046	5516	4290	4642	3425
"Rv3052c"	778	733	852	739	692	401
"Rv3053c"	969	934	1094	1014	890	566
"Rv3054c"	13	12	8	14	13	44
"Rv3055"	39	34	33	27	33	49
"Rv3056"	86	102	137	85	103	88
"Rv3057c"	357	375	368	320	327	168
"Rv3058c"	579	595	627	492	596	248
"Rv3059"	460	467	495	475	422	247
"Rv3060c"	453	435	494	464	489	217
"Rv3061c"	220	241	265	234	237	261
"Rv3062"	246	288	289	232	274	167
"Rv3063"	146	166	185	145	178	236
"Rv3064c"	37	47	50	52	35	44
"Rv3065"	17	27	34	24	22	32
"Rv3066"	54	61	55	40	39	66
"Rv3067"	132	88	97	114	76	42
"Rv3068c"	114	163	168	119	131	156
"Rv3069"	36	43	47	36	31	36
"Rv3070"	16	16	16	14	16	18
"Rv3071"	69	82	76	57	92	93
"Rv3072c"	39	50	47	42	43	63
"Rv3073c"	22	33	20	27	32	25
"Rv3074"	113	104	135	91	120	115
"Rv3075c"	373	404	405	333	365	253
"Rv3076"	112	103	89	113	170	109
"Rv3077"	180	202	212	157	175	180
"Rv3078"	32	52	35	38	44	25
"Rv3079c"	58	69	72	70	65	92
"Rv3080c"	148	223	228	151	196	263
"Rv3081"	161	152	148	156	158	135
"Rv3082c"	51	55	83	56	56	99
"Rv3083"	164	157	172	174	149	130
"Rv3084"	48	49	45	52	41	52
"Rv3085"	56	53	50	60	46	69
"Rv3086"	276	304	335	260	263	156
"Rv3087"	77	94	109	92	94	120
"Rv3088"	153	202	211	147	221	159
"Rv3089"	184	253	252	222	252	165
"Rv3090"	46	60	44	55	34	66
"Rv3091"	250	240	272	236	253	225
"Rv3092c"	201	282	299	232	249	181
"Rv3093c"	78	82	76	75	65	210
"Rv3094c"	101	113	118	124	69	294
"Rv3095"	109	142	148	80	132	113
"Rv3096"	253	214	272	260	260	243
"Rv3097c"	73	77	93	76	75	119
"Rv3098A"	81	82	93	83	74	30
"Rv3098c"	42	45	50	46	36	40
"Rv3099c"	342	414	462	348	326	253
"Rv3100c"	74	96	83	78	118	61
"Rv3101c"	267	305	338	247	300	205
"Rv3102c"	164	145	128	159	150	91
"Rv3103c"	38	54	48	49	39	25
"Rv3104c"	222	265	246	213	314	163
"Rv3105c"	246	352	337	289	328	207
"Rv3106"	141	170	198	122	149	155
"Rv3107c"	229	255	271	233	229	181
"Rv3108"	86	61	71	61	74	46
"Rv3109"	27	33	30	34	35	28
"Rv3110"	13	15	8	13	6	9
"Rv3111"	5	8	7	8	10	14
"Rv3112"	5	9	8	6	5	18
"Rv3113"	9	12	8	7	10	26
"Rv3114"	17	11	25	25	18	30
"Rv3115"	0	0	3	2	1	0
"Rv3116"	287	314	368	360	281	185
"Rv3117"	0	0	0	0	0	0
"Rv3118"	6	3	3	10	5	2
"Rv3119"	205	145	160	184	143	123
"Rv3120"	244	210	232	231	241	120
"Rv3121"	162	184	159	165	165	119
"Rv3122"	58	68	62	44	52	51
"Rv3123"	75	68	83	50	53	55
"Rv3124"	46	38	41	55	36	52
"Rv3125c"	106	68	68	79	57	84
"Rv3126c"	7	12	16	14	7	19
"Rv3127"	31	300	388	39	186	377
"Rv3130c"	24	828	1127	26	350	706
"Rv3131"	4	749	1123	8	449	766
"Rv3132c"	333	412	404	348	376	280
"Rv3133c"	103	132	114	125	110	97
"Rv3134c"	102	212	242	128	137	185
"Rv3135"	219	276	315	264	228	157
"Rv3136"	893	1159	1362	717	784	515
"Rv3136A"	126	184	209	110	116	119
"Rv3137"	107	128	178	111	122	122
"Rv3138"	215	244	219	204	177	111
"Rv3139"	167	186	248	155	196	182
"Rv3140"	234	332	357	265	281	225
"Rv3141"	446	482	518	428	434	272
"Rv3142c"	225	300	291	214	216	206
"Rv3143"	449	325	384	451	457	165
"Rv3144c"	1149	1348	1430	1196	1208	449
"Rv3145"	344	311	306	300	267	137
"Rv3146"	348	403	374	330	345	216
"Rv3147"	280	362	343	286	310	204
"Rv3148"	592	679	740	633	657	491
"Rv3149"	333	466	502	303	403	250
"Rv3150"	659	807	825	612	763	511
"Rv3151"	1790	2242	2406	1690	2069	1139
"Rv3152"	591	718	754	648	831	471
"Rv3153"	423	503	533	411	476	264
"Rv3154"	352	382	409	329	384	190
"Rv3155"	60	65	83	67	82	68
"Rv3156"	1210	1331	1345	1181	1413	785
"Rv3157"	959	1013	991	959	961	725
"Rv3158"	705	735	826	812	789	588
"Rv3159c"	194	202	222	175	170	115
"Rv3160c"	92	77	90	90	107	68
"Rv3161c"	191	244	182	229	268	147
"Rv3162c"	23	27	35	35	28	26
"Rv3163c"	74	91	111	75	97	94
"Rv3164c"	100	101	129	105	111	111
"Rv3165c"	22	33	39	18	29	34
"Rv3166c"	86	122	95	87	104	90
"Rv3167c"	23	13	10	20	11	36
"Rv3168"	154	187	210	143	140	124
"Rv3169"	283	483	494	311	381	224
"Rv3170"	171	203	214	165	210	201
"Rv3171c"	584	695	876	571	820	470
"Rv3172c"	109	106	127	131	96	62
"Rv3173c"	85	140	169	127	208	256
"Rv3174"	26	26	41	30	30	55
"Rv3175"	104	132	144	130	146	134
"Rv3176c"	31	36	35	50	51	65
"Rv3177"	31	32	38	36	50	61
"Rv3178"	9	11	20	19	13	36
"Rv3178a"	15	27	24	37	18	20
"Rv3179"	122	124	126	137	97	117
"Rv3180c"	25	21	24	26	24	33
"Rv3181c"	36	32	44	33	28	30
"Rv3182"	35	42	35	33	28	27
"Rv3183"	7	12	14	9	4	15
"Rv3188"	34	38	40	34	30	30
"Rv3189"	33	33	36	26	40	47
"Rv3190A"	301	304	391	336	361	174
"Rv3190c"	203	277	234	228	207	184
"Rv3191c"	351	351	331	409	380	181
"Rv3192"	14	26	19	13	22	39
"Rv3193c"	952	1078	1159	1051	1181	788
"Rv3194c"	255	299	286	233	246	196
"Rv3195"	65	59	61	57	76	87
"Rv3196"	133	142	156	129	118	111
"Rv3196A"	189	208	233	171	163	106
"Rv3197"	1200	1717	1798	1214	1554	753
"Rv3197A"	45	52	50	92	72	32
"Rv3198A"	100	91	113	118	88	56
"Rv3198c"	602	690	641	588	596	443
"Rv3199c"	293	281	308	295	286	210
"Rv3200c"	343	431	406	372	413	279
"Rv3201c"	79	110	87	77	116	264
"Rv3202a"	36	58	37	42	47	38
"Rv3202c"	82	104	112	124	125	269
"Rv3203"	127	95	90	96	96	104
"Rv3204"	57	54	51	43	38	38
"Rv3205c"	451	511	543	436	503	191
"Rv3206c"	550	649	661	570	668	377
"Rv3207c"	612	801	838	660	768	434
"Rv3208"	338	329	397	378	346	161
"Rv3208A"	81	99	108	85	91	64
"Rv3209"	122	209	166	191	186	161
"Rv3210c"	142	130	141	139	154	98
"Rv3211"	1210	1265	1222	1166	1092	491
"Rv3212"	509	483	527	517	532	236
"Rv3213c"	973	1149	1168	1047	863	556
"Rv3214"	191	154	165	166	132	86
"Rv3215"	185	198	212	191	203	180
"Rv3217c"	131	125	140	152	145	98
"Rv3218"	224	167	205	168	179	119
"Rv3219"	1862	1970	2298	1907	1792	890
"Rv3220c"	580	711	727	594	650	438
"Rv3221A"	491	393	455	514	439	112
"Rv3221c"	289	394	375	275	317	114
"Rv3222c"	226	263	284	174	218	160
"Rv3223c"	390	494	493	441	431	269
"Rv3224"	953	1006	1015	934	877	602
"Rv3225c"	434	424	523	430	457	245
"Rv3226c"	110	103	92	87	84	96
"Rv3227"	213	256	260	205	228	182
"Rv3228"	122	174	167	120	146	106
"Rv3229c"	550	859	1146	338	576	131
"Rv3230c"	289	305	349	217	261	78
"Rv3231c"	94	104	121	102	98	66
"Rv3232c"	411	462	490	444	402	266
"Rv3234c"	291	327	388	270	319	184
"Rv3235"	152	144	125	138	127	81
"Rv3236c"	302	273	312	292	336	153
"Rv3237c"	233	257	258	219	243	136
"Rv3238c"	124	142	146	158	166	93
"Rv3239c"	329	321	380	367	369	278
"Rv3240c"	1743	2194	2233	1782	2068	1104
"Rv3241c"	510	686	775	705	766	449
"Rv3242c"	25	50	46	37	39	56
"Rv3243c"	127	136	173	131	128	141
"Rv3244c"	492	700	675	524	652	397
"Rv3245c"	1006	1039	1088	932	1166	731
"Rv3246c"	1241	1513	1590	1401	1321	1033
"Rv3247c"	111	119	136	114	96	75
"Rv3248c"	1153	1292	1173	1196	1168	698
"Rv3249c"	234	265	274	208	196	162
"Rv3250c"	10	13	11	18	13	15
"Rv3251c"	7	10	7	7	5	8
"Rv3252c"	100	124	136	103	115	114
"Rv3253c"	181	176	201	156	182	158
"Rv3254"	239	320	286	240	238	174
"Rv3255c"	290	371	410	317	352	263
"Rv3256c"	265	253	303	235	345	204
"Rv3257c"	888	1199	1208	958	1082	742
"Rv3258c"	395	438	434	429	409	263
"Rv3259"	151	125	157	135	156	87
"Rv3260c"	776	1028	1094	1008	916	514
"Rv3261"	238	238	261	213	215	150
"Rv3262"	151	186	183	151	177	164
"Rv3263"	122	129	136	134	121	200
"Rv3264c"	386	518	511	387	490	297
"Rv3265c"	240	248	280	229	201	164
"Rv3266c"	187	190	212	239	224	164
"Rv3267"	588	776	751	729	783	587
"Rv3268"	276	269	292	291	290	213
"Rv3269"	116	156	157	182	201	106
"Rv3270"	746	783	795	843	859	526
"Rv3271c"	332	423	459	330	387	117
"Rv3272"	187	281	307	224	275	197
"Rv3273"	899	950	1051	873	916	648
"Rv3274c"	626	766	764	608	702	497
"Rv3275c"	117	167	158	111	126	95
"Rv3276c"	220	274	304	229	244	183
"Rv3277"	181	205	227	175	187	88
"Rv3278c"	76	89	60	71	70	48
"Rv3279c"	87	111	99	92	89	80
"Rv3280"	823	890	847	677	770	575
"Rv3281"	492	520	462	451	418	309
"Rv3282"	135	150	173	133	153	94
"Rv3283"	421	498	469	415	377	232
"Rv3284"	179	189	184	174	203	105
"Rv3285"	1360	1829	1848	1276	1511	990
"Rv3286c"	153	186	192	198	185	169
"Rv3287c"	164	164	160	225	214	129
"Rv3288c"	111	114	140	589	447	375
"Rv3289c"	26	18	16	481	437	241
"Rv3290c"	185	304	315	5835	5308	3860
"Rv3291c"	81	78	87	435	241	160
"Rv3292"	185	203	176	587	501	354
"Rv3293"	276	315	319	812	738	536
"Rv3294c"	43	48	50	93	70	83
"Rv3295"	674	796	864	634	734	470
"Rv3296"	330	382	405	331	429	470
"Rv3297"	63	88	74	45	57	65
"Rv3298c"	176	224	202	194	201	152
"Rv3299c"	712	875	866	638	684	682
"Rv3300c"	200	198	185	157	138	108
"Rv3301c"	203	258	270	261	240	212
"Rv3302c"	519	656	674	510	534	324
"Rv3303c"	302	320	327	218	299	277
"Rv3304"	127	95	107	122	97	63
"Rv3305c"	204	215	246	207	256	184
"Rv3306c"	200	240	255	216	226	226
"Rv3307"	157	174	177	132	152	145
"Rv3308"	110	146	150	117	145	189
"Rv3309c"	52	51	60	62	61	59
"Rv3310"	226	280	284	286	273	272
"Rv3311"	367	446	480	363	405	261
"Rv3312A"	579	417	499	463	357	81
"Rv3312b"	65	72	79	56	51	21
"Rv3312c"	121	116	162	128	147	116
"Rv3313c"	228	285	365	309	368	247
"Rv3314c"	199	197	259	182	208	153
"Rv3315c"	39	29	49	32	35	41
"Rv3316"	83	82	88	79	84	55
"Rv3317"	86	101	110	79	87	77
"Rv3318"	303	364	395	296	353	253
"Rv3319"	111	129	126	118	118	103
"Rv3320c"	86	91	99	89	78	51
"Rv3321c"	33	38	35	42	27	30
"Rv3322c"	30	52	65	25	42	50
"Rv3323c"	137	120	153	127	91	72
"Rv3324c"	35	43	30	29	26	45
"Rv3327"	28	21	22	21	27	43
"Rv3328c"	179	190	223	156	171	120
"Rv3329"	242	266	255	262	233	189
"Rv3330"	244	292	283	266	261	213
"Rv3331"	337	330	390	341	372	237
"Rv3332"	159	200	195	168	160	119
"Rv3333c"	48	38	46	31	33	47
"Rv3334"	42	33	41	42	27	32
"Rv3335c"	83	94	102	82	108	76
"Rv3336c"	211	258	244	178	192	229
"Rv3339c"	231	318	281	255	237	179
"Rv3340"	243	220	229	167	141	125
"Rv3341"	155	281	305	123	171	107
"Rv3342"	122	178	229	89	139	94
"Rv3343c"	385	506	501	431	379	464
"Rv3344c"	47	45	43	30	32	48
"Rv3345c"	83	96	98	74	91	321
"Rv3346c"	20	17	26	28	13	19
"Rv3347c"	1062	1247	1318	1061	1038	904
"Rv3348"	0	0	0	0	0	0
"Rv3349c"	49	40	47	62	45	73
"Rv3350c"	553	672	730	574	565	816
"Rv3351c"	18	33	35	23	17	67
"Rv3352c"	7	5	13	12	12	21
"Rv3353c"	25	21	18	41	31	39
"Rv3354"	134	148	178	159	132	47
"Rv3355c"	48	37	40	35	35	8
"Rv3356c"	143	181	225	153	179	112
"Rv3357"	19	25	28	8	12	21
"Rv3358"	12	7	6	2	2	15
"Rv3359"	89	79	93	71	65	84
"Rv3360"	34	50	31	32	24	30
"Rv3361c"	57	57	61	35	65	56
"Rv3362c"	99	132	156	84	94	98
"Rv3363c"	18	47	45	30	39	25
"Rv3364c"	48	60	76	38	52	28
"Rv3365c"	699	985	925	595	759	504
"Rv3366"	24	28	21	18	18	48
"Rv3367"	244	244	321	233	296	172
"Rv3368c"	57	62	79	55	73	68
"Rv3369"	57	68	78	50	73	77
"Rv3370c"	104	119	119	120	128	264
"Rv3371"	182	250	288	200	238	229
"Rv3372"	256	339	300	243	222	166
"Rv3373"	155	178	199	166	158	101
"Rv3375"	108	115	140	102	121	152
"Rv3376"	471	554	569	526	505	340
"Rv3377c"	300	369	401	305	364	302
"Rv3378c"	75	103	126	75	108	91
"Rv3379c"	24	32	38	40	46	124
"Rv3382c"	109	108	127	128	101	85
"Rv3383c"	152	129	153	145	140	115
"Rv3384c"	51	59	68	58	63	55
"Rv3385c"	212	246	302	226	281	119
"Rv3386"	36	29	29	52	29	57
"Rv3387"	32	30	24	26	26	72
"Rv3388"	74	94	108	85	79	102
"Rv3389c"	406	530	617	488	508	244
"Rv3390"	377	458	461	354	263	166
"Rv3391"	267	306	317	277	252	226
"Rv3392c"	53	57	63	58	50	77
"Rv3393"	67	89	86	97	78	102
"Rv3394c"	44	43	41	43	43	102
"Rv3395A"	38	50	54	46	37	60
"Rv3395c"	34	37	39	34	40	32
"Rv3396c"	399	471	529	422	503	355
"Rv3397c"	23	39	37	25	35	69
"Rv3398c"	13	29	31	30	35	90
"Rv3399"	42	74	72	48	66	99
"Rv3400"	179	191	212	205	175	144
"Rv3401"	461	600	610	445	473	461
"Rv3402c"	85	80	128	82	100	120
"Rv3403c"	161	173	197	155	167	175
"Rv3404c"	241	231	282	258	249	119
"Rv3405c"	185	169	176	210	177	85
"Rv3406"	35	44	36	39	35	63
"Rv3407"	965	1057	1318	1097	1107	496
"Rv3408"	397	460	515	422	491	241
"Rv3409c"	1910	2066	2111	1811	1984	871
"Rv3410c"	203	274	358	187	314	190
"Rv3411c"	852	1037	1100	920	1080	498
"Rv3412"	703	491	612	671	535	349
"Rv3413c"	623	777	850	829	895	438
"Rv3414c"	677	662	764	878	707	376
"Rv3415c"	27	24	22	31	19	46
"Rv3416"	200	139	183	146	160	82
"Rv3417c"	1789	2042	2099	1740	1915	2098
"Rv3418c"	2289	2430	2301	2115	1748	2661
"Rv3419c"	183	224	283	177	197	194
"Rv3420c"	168	183	191	219	155	73
"Rv3421c"	117	97	96	115	113	77
"Rv3422c"	36	59	59	40	59	55
"Rv3423c"	153	210	224	202	192	179
"Rv3424c"	45	39	44	40	38	40
"Rv3425"	49	32	34	41	45	36
"Rv3426"	46	49	46	50	41	56
"Rv3427c"	27	35	33	44	28	55
"Rv3428c"	10	7	11	5	11	79
"Rv3429"	265	245	252	289	225	112
"Rv3430a"	29	38	55	48	58	12
"Rv3430c"	98	86	100	104	89	93
"Rv3432c"	192	247	289	211	260	193
"Rv3433c"	135	167	170	131	165	138
"Rv3434c"	115	143	149	114	100	65
"Rv3435c"	353	343	437	315	409	230
"Rv3436c"	675	800	893	696	793	467
"Rv3437"	65	47	59	53	53	55
"Rv3438"	202	215	212	192	192	106
"Rv3439c"	124	120	150	92	104	137
"Rv3440c"	33	51	53	41	38	30
"Rv3441c"	545	772	825	583	723	393
"Rv3442c"	364	414	499	386	440	305
"Rv3443c"	544	583	624	492	470	418
"Rv3444c"	12	13	12	11	13	35
"Rv3445c"	16	7	19	12	13	27
"Rv3446c"	13	20	10	9	11	74
"Rv3447c"	48	41	48	36	48	285
"Rv3448"	8	19	17	15	10	63
"Rv3449"	20	44	38	27	37	91
"Rv3450c"	110	143	140	121	115	117
"Rv3451"	162	132	136	171	121	100
"Rv3452"	36	36	44	35	46	62
"Rv3455c"	228	207	201	172	190	136
"Rv3456c"	752	837	859	624	709	489
"Rv3457c"	632	661	637	618	488	275
"Rv3458c"	543	628	645	494	474	238
"Rv3459c"	399	404	351	328	309	158
"Rv3460c"	853	819	891	747	647	308
"Rv3461c"	517	631	534	475	439	225
"Rv3462c"	1479	1704	1630	1292	1100	491
"Rv3463"	70	58	68	65	57	125
"Rv3464"	337	366	391	306	304	301
"Rv3465"	220	272	280	209	288	196
"Rv3466"	49	39	44	33	40	14
"Rv3467"	0	2	1	4	0	4
"Rv3468c"	30	37	39	34	28	52
"Rv3469c"	22	21	29	22	18	79
"Rv3470c"	61	76	68	62	68	120
"Rv3471c"	12	5	11	4	4	42
"Rv3472"	102	108	123	93	69	48
"Rv3473c"	15	28	19	14	28	59
"Rv3476c"	288	344	403	337	290	188
"Rv3477"	8522	7996	7934	7319	5850	2192
"Rv3478"	19743	23474	24576	17626	19067	4247
"Rv3479"	3002	3353	3560	2586	2877	928
"Rv3480c"	716	961	1047	839	940	467
"Rv3481c"	54	71	66	45	53	51
"Rv3482c"	186	133	161	149	166	126
"Rv3483c"	175	200	199	241	179	83
"Rv3484"	338	356	414	278	325	199
"Rv3485c"	147	138	138	106	90	100
"Rv3486"	193	143	182	192	154	47
"Rv3487c"	2940	3336	3911	2997	3099	1060
"Rv3488"	66	40	49	51	54	34
"Rv3489"	112	124	161	98	98	137
"Rv3490"	730	850	863	707	786	389
"Rv3491"	524	608	688	589	558	314
"Rv3492c"	214	286	293	211	219	107
"Rv3493c"	251	353	349	244	307	204
"Rv3494c"	490	559	609	497	566	364
"Rv3495c"	467	560	627	511	548	264
"Rv3496c"	610	804	806	619	686	332
"Rv3497c"	388	503	537	396	518	266
"Rv3498c"	396	448	484	421	435	274
"Rv3499c"	425	455	475	366	427	248
"Rv3500c"	233	198	226	226	214	97
"Rv3501c"	223	275	331	245	266	127
"Rv3502c"	95	131	136	114	148	130
"Rv3503c"	34	63	41	37	34	42
"Rv3504"	90	101	115	58	94	130
"Rv3505"	117	147	168	128	174	175
"Rv3506"	53	43	50	45	40	166
"Rv3507"	417	398	431	341	356	446
"Rv3508"	723	664	650	610	764	362
"Rv3509c"	448	502	498	410	421	406
"Rv3510c"	66	60	75	74	55	103
"Rv3511"	194	196	168	159	160	226
"Rv3512"	19	20	14	8	15	56
"Rv3513c"	6	12	5	10	6	56
"Rv3514"	113	141	147	103	145	100
"Rv3515c"	106	106	117	119	96	139
"Rv3516"	57	59	56	50	35	87
"Rv3517"	20	29	33	27	21	47
"Rv3518c"	242	291	335	210	277	231
"Rv3519"	496	542	569	450	488	276
"Rv3520c"	378	483	487	375	406	227
"Rv3521"	190	153	149	180	143	119
"Rv3522"	122	128	165	109	111	118
"Rv3523"	181	235	267	214	224	181
"Rv3524"	332	390	421	381	350	299
"Rv3525c"	49	38	55	50	32	46
"Rv3526"	359	469	469	304	420	239
"Rv3527"	67	82	78	69	73	58
"Rv3528c"	269	237	282	305	231	195
"Rv3529c"	34	67	69	51	55	88
"Rv3530c"	29	41	37	24	29	49
"Rv3531c"	156	176	185	189	156	132
"Rv3532"	60	53	61	75	45	90
"Rv3533c"	104	124	116	89	104	150
"Rv3534c"	92	123	165	91	132	123
"Rv3535c"	54	79	92	53	72	86
"Rv3536c"	96	93	111	74	81	80
"Rv3537"	60	104	81	72	68	151
"Rv3538"	39	44	48	18	50	69
"Rv3539"	74	91	99	93	104	120
"Rv3540c"	94	93	119	75	87	114
"Rv3541c"	21	34	33	16	27	19
"Rv3542c"	87	108	106	67	95	77
"Rv3543c"	100	113	111	106	133	119
"Rv3544c"	119	143	138	130	129	97
"Rv3545c"	183	202	232	168	206	157
"Rv3546"	89	146	150	100	132	141
"Rv3547"	141	147	168	181	138	103
"Rv3548c"	109	116	123	114	100	118
"Rv3549c"	35	52	51	39	44	108
"Rv3550"	22	27	25	31	14	53
"Rv3551"	21	36	33	34	31	84
"Rv3552"	23	26	31	38	20	73
"Rv3553"	44	56	55	37	41	92
"Rv3554"	178	173	180	167	170	188
"Rv3555c"	90	88	107	80	74	96
"Rv3556c"	157	169	185	153	140	209
"Rv3557c"	68	103	116	71	80	113
"Rv3558"	153	142	200	132	140	178
"Rv3559c"	45	36	47	49	34	74
"Rv3560c"	36	34	53	45	33	107
"Rv3561"	27	40	31	32	42	114
"Rv3562"	45	55	43	56	44	102
"Rv3563"	31	35	40	30	31	65
"Rv3564"	12	23	18	17	22	83
"Rv3565"	34	46	26	40	45	86
"Rv3566A"	34	50	61	57	47	44
"Rv3566c"	67	95	81	62	98	74
"Rv3567c"	74	107	104	85	92	86
"Rv3568c"	186	230	271	208	262	159
"Rv3569c"	137	180	204	146	178	115
"Rv3570c"	346	462	501	289	412	219
"Rv3571"	128	165	170	112	133	104
"Rv3572"	55	73	54	50	45	55
"Rv3573c"	75	77	100	71	86	151
"Rv3574"	93	122	149	111	127	90
"Rv3575c"	189	183	176	149	152	155
"Rv3576"	161	201	190	154	154	146
"Rv3577"	77	88	79	54	73	76
"Rv3578"	106	118	127	120	134	121
"Rv3579c"	327	334	372	349	334	191
"Rv3580c"	287	339	341	260	328	195
"Rv3581c"	638	700	715	554	612	211
"Rv3582c"	971	1002	980	957	941	359
"Rv3583c"	3899	5319	5609	4099	4859	2140
"Rv3584"	607	468	504	533	414	272
"Rv3585"	162	174	189	192	197	164
"Rv3586"	269	267	277	269	247	190
"Rv3587c"	1010	1094	1051	994	990	419
"Rv3588c"	1220	1276	1380	1654	1552	594
"Rv3589"	92	94	109	99	84	78
"Rv3590c"	149	173	184	177	174	115
"Rv3591c"	43	51	57	50	36	91
"Rv3592"	257	279	284	237	256	150
"Rv3593"	481	527	544	514	499	259
"Rv3594"	99	138	116	96	129	127
"Rv3595c"	200	242	308	226	279	138
"Rv3596c"	4551	5701	5968	4729	5577	2660
"Rv3597c"	977	1140	1214	968	1026	611
"Rv3598c"	403	406	422	375	345	293
"Rv3600c"	948	896	976	979	1111	555
"Rv3601c"	0	0	0	0	0	1
"Rv3602c"	1	0	0	0	0	0
"Rv3603c"	198	206	187	165	159	269
"Rv3604c"	265	307	318	287	287	251
"Rv3605c"	82	138	108	77	79	63
"Rv3606c"	102	101	115	94	90	62
"Rv3607c"	57	79	54	60	52	61
"Rv3608c"	127	174	155	144	153	92
"Rv3609c"	113	147	147	109	135	121
"Rv3610c"	770	881	903	755	897	607
"Rv3612c"	371	470	529	294	457	251
"Rv3613c"	890	1045	1127	667	808	383
"Rv3614c"	6902	8396	9327	6020	7075	3094
"Rv3615c"	4536	6150	6699	4287	5439	2669
"Rv3616c"	15182	20365	23614	14006	18110	7280
"Rv3617"	190	190	200	190	157	133
"Rv3618"	157	188	160	121	126	134
"Rv3619c"	25	18	36	21	24	17
"Rv3620c"	57	64	69	56	53	38
"Rv3621c"	39	43	45	28	54	95
"Rv3622c"	5	8	12	7	4	13
"Rv3623"	303	317	332	256	306	155
"Rv3624c"	280	262	275	272	219	126
"Rv3625c"	38	53	53	44	45	88
"Rv3626c"	155	241	229	188	263	182
"Rv3627c"	318	408	461	375	437	312
"Rv3628"	209	233	233	179	163	114
"Rv3629c"	222	215	266	234	213	132
"Rv3630"	190	209	223	171	207	170
"Rv3631"	134	129	158	153	112	108
"Rv3632"	119	110	110	131	104	120
"Rv3633"	2101	2381	2526	1942	2110	985
"Rv3634c"	577	533	611	515	501	180
"Rv3635"	94	130	112	106	105	187
"Rv3638"	28	19	16	28	18	73
"Rv3639c"	17	17	14	17	6	41
"Rv3640c"	12	13	15	25	18	87
"Rv3641c"	58	65	49	60	67	61
"Rv3642c"	87	92	84	115	92	35
"Rv3643"	8	6	5	7	6	13
"Rv3644c"	203	209	252	169	243	135
"Rv3645"	694	685	755	666	622	427
"Rv3646c"	913	992	1067	755	854	470
"Rv3647c"	373	364	402	313	339	170
"Rv3648c"	3296	2240	2725	2969	2109	1300
"Rv3649"	81	88	87	65	76	171
"Rv3650"	11	25	29	10	26	15
"Rv3651"	130	146	173	93	129	188
"Rv3652"	55	55	56	38	44	33
"Rv3653"	13	9	8	9	13	17
"Rv3654c"	20	37	28	29	29	24
"Rv3655c"	9	14	21	12	18	11
"Rv3656c"	8	6	10	12	9	18
"Rv3657c"	11	6	12	6	11	25
"Rv3658c"	157	140	190	143	134	81
"Rv3659c"	26	16	21	12	17	95
"Rv3660c"	26	40	46	27	44	90
"Rv3661"	170	239	224	226	233	156
"Rv3662c"	1128	991	1021	772	747	216
"Rv3663c"	143	187	181	132	173	169
"Rv3664c"	38	52	50	36	41	67
"Rv3665c"	55	55	52	44	54	70
"Rv3666c"	373	336	373	371	320	224
"Rv3667"	313	306	351	354	293	266
"Rv3668c"	146	137	156	138	129	105
"Rv3669"	221	224	235	208	148	113
"Rv3670"	69	91	104	91	96	74
"Rv3671c"	410	485	539	414	465	343
"Rv3672c"	377	403	431	315	420	224
"Rv3673c"	353	478	451	368	376	182
"Rv3674c"	340	330	314	325	278	147
"Rv3675"	268	305	301	341	329	94
"Rv3676"	873	775	806	873	852	296
"Rv3677c"	206	219	199	167	186	122
"Rv3678A"	67	111	107	63	58	63
"Rv3678c"	242	286	304	245	292	172
"Rv3679"	4222	4008	4328	3738	3068	906
"Rv3680"	2361	2778	3037	2277	2563	1101
"Rv3681c"	312	271	272	308	264	110
"Rv3682"	1138	1425	1540	1056	1360	805
"Rv3683"	304	294	327	270	285	186
"Rv3684"	372	500	493	402	497	206
"Rv3685c"	506	489	629	421	464	249
"Rv3686c"	1746	1780	2009	1700	1644	347
"Rv3687c"	252	266	326	274	242	98
"Rv3688c"	161	221	197	166	181	134
"Rv3689"	555	639	683	523	657	306
"Rv3690"	147	143	149	151	138	118
"Rv3691"	342	332	377	344	375	188
"Rv3692"	290	378	386	318	284	177
"Rv3693"	446	437	475	437	408	282
"Rv3694c"	518	501	581	496	566	296
"Rv3695"	123	141	144	198	160	122
"Rv3696c"	272	287	304	252	239	250
"Rv3697A"	36	39	51	39	45	29
"Rv3697c"	116	118	126	118	115	81
"Rv3698"	83	84	97	75	93	120
"Rv3699"	131	172	171	146	197	186
"Rv3700c"	213	195	209	182	178	170
"Rv3701c"	224	280	286	224	226	165
"Rv3702c"	95	122	128	72	107	65
"Rv3703c"	220	302	329	234	228	151
"Rv3704c"	438	523	527	435	451	261
"Rv3705A"	60	71	97	61	77	37
"Rv3705c"	259	282	329	237	301	128
"Rv3706c"	62	45	52	54	31	18
"Rv3707c"	101	137	145	109	132	158
"Rv3708c"	429	606	629	434	594	349
"Rv3709c"	507	658	700	530	542	344
"Rv3710"	420	490	475	428	465	402
"Rv3711c"	375	468	538	402	445	372
"Rv3712"	131	153	186	128	141	153
"Rv3713"	112	111	137	91	119	73
"Rv3714c"	37	37	49	51	37	72
"Rv3715c"	375	425	466	330	383	217
"Rv3716c"	582	514	521	504	415	150
"Rv3717"	257	232	260	296	249	234
"Rv3718c"	94	105	103	97	77	69
