"Gene_ID"	"SRR8368679"	"SRR8368680"	"SRR8368681"	"SRR8368682"	"SRR8368683"	"SRR8368684"
"Rv0661c"	5	5	9	9	10	24
"Rv0662c"	4	7	3	4	8	5
"Rv0663"	369	486	486	338	419	370
"Rv0664"	21	27	22	13	27	15
"Rv0665"	12	6	16	12	8	22
"Rv0666"	9	4	9	7	9	11
"Rv0667"	7306	7031	7029	6602	5854	2432
"Rv0668"	3820	4242	4390	3646	3952	2378
"Rv0669c"	330	341	339	321	315	320
"Rv0670"	161	220	226	158	187	158
"Rv0671"	138	136	153	129	151	119
"Rv0672"	749	733	765	751	709	487
"Rv0673"	227	235	254	236	255	177
"Rv0674"	109	116	138	111	118	113
"Rv0675"	100	127	126	106	107	107
"Rv0676c"	313	376	417	365	450	387
"Rv0677c"	43	63	62	58	92	52
"Rv0678"	45	76	57	53	70	41
"Rv0679c"	110	146	138	143	145	95
"Rv0680c"	215	198	172	183	168	54
"Rv0681"	334	317	317	317	337	160
"Rv0682"	1396	1359	1418	1398	1281	459
"Rv0683"	873	1292	1342	948	1051	556
"Rv0684"	4850	6140	5982	4939	5449	2947
"Rv0685"	5444	5470	5257	4773	4285	2741
"Rv0686"	346	421	397	318	339	241
"Rv0687"	149	165	214	142	163	86
"Rv0688"	310	450	501	317	361	230
"Rv0689c"	13	16	9	7	14	25
"Rv0690c"	152	165	163	165	166	134
"Rv0691A"	1	2	3	2	1	10
"Rv0691c"	70	79	75	71	72	38
"Rv0692"	86	67	84	76	64	151
"Rv0693"	385	344	334	352	340	447
"Rv0694"	412	430	409	384	403	338
"Rv0695"	730	822	876	659	596	173
"Rv0696"	806	1178	1387	655	1015	339
"Rv0697"	151	245	266	160	231	167
"Rv0698"	58	56	94	73	70	44
"Rv0699"	3	6	3	6	3	21
"Rv0700"	2197	2471	2486	2211	2133	1102
"Rv0701"	2057	2120	2336	1971	1760	786
"Rv0702"	1540	1678	1668	1196	1038	556
"Rv0703"	793	826	809	643	556	370
"Rv0704"	1490	1537	1590	1245	1067	750
"Rv0705"	430	480	444	433	317	232
"Rv0706"	364	352	334	273	284	222
"Rv0707"	746	877	930	631	629	365
"Rv0708"	271	330	352	220	240	190
"Rv0709"	108	133	145	101	88	115
"Rv0710"	453	507	455	354	364	371
"Rv0711"	410	513	496	344	421	306
"Rv0712"	128	179	171	122	153	112
"Rv0713"	642	665	698	612	623	345
"Rv0714"	690	660	604	554	460	167
"Rv0715"	255	333	363	204	219	106
"Rv0716"	673	649	720	500	518	249
"Rv0717"	270	319	354	207	220	151
"Rv0718"	835	819	833	617	501	433
"Rv0719"	677	679	669	576	464	322
"Rv0720"	204	204	251	166	141	111
"Rv0721"	804	940	937	661	658	319
"Rv0722"	61	93	80	38	39	42
"Rv0723"	636	762	796	572	570	302
"Rv0724"	1237	1475	1705	1357	1546	839
"Rv0725c"	69	85	81	68	94	75
"Rv0726c"	158	132	150	163	129	116
"Rv0727c"	74	53	72	80	54	63
"Rv0728c"	44	39	56	28	37	74
"Rv0729"	70	75	89	66	61	82
"Rv0730"	306	393	435	312	371	231
"Rv0731c"	148	156	190	144	151	146
"Rv0732"	1082	1189	1294	1108	998	624
"Rv0733"	448	648	584	422	483	317
"Rv0734"	413	534	538	398	530	273
"Rv0735"	57	56	54	47	50	71
"Rv0736"	44	43	39	43	33	60
"Rv0737"	23	21	19	38	30	41
"Rv0738"	141	184	193	157	175	132
"Rv0739"	116	107	122	115	65	106
"Rv0740"	226	270	270	199	273	126
"Rv0742"	108	92	104	74	81	39
"Rv0743c"	59	63	66	68	55	68
"Rv0744c"	60	65	64	58	56	59
"Rv0745"	10	12	9	12	5	57
"Rv0746"	56	87	118	92	92	141
"Rv0747"	101	138	150	131	166	164
"Rv0748"	28	27	33	25	25	38
"Rv0749"	36	40	38	32	26	52
"Rv0749A"	73	57	69	94	49	20
"Rv0750"	143	155	137	121	114	72
"Rv0751c"	82	147	160	110	174	121
"Rv0752c"	83	150	170	111	161	163
"Rv0753c"	149	192	194	188	236	196
"Rv0754"	68	74	78	55	70	120
"Rv0755c"	500	537	609	527	516	315
"Rv0756c"	290	329	365	341	332	153
"Rv0757"	637	580	613	600	517	213
"Rv0758"	522	546	600	556	605	259
"Rv0759c"	204	224	252	185	217	79
"Rv0760c"	297	360	399	284	340	266
"Rv0761c"	1038	1022	1103	988	937	750
"Rv0762c"	91	78	78	53	85	76
"Rv0763c"	4	3	8	3	3	10
"Rv0764c"	101	122	121	95	124	134
"Rv0765c"	55	65	73	39	59	88
"Rv0766c"	55	86	92	84	88	79
"Rv0767c"	22	22	21	8	22	44
"Rv0768"	77	110	125	82	112	148
"Rv0769"	73	89	107	60	86	68
"Rv0770"	51	61	74	42	47	82
"Rv0771"	28	36	28	23	22	29
"Rv0772"	153	180	159	153	174	148
"Rv0773c"	251	296	297	206	275	188
"Rv0774c"	286	303	325	269	284	137
"Rv0775"	85	72	90	68	88	31
"Rv0776c"	19	22	30	21	11	53
"Rv0777"	352	423	417	342	401	252
"Rv0778"	173	229	212	186	209	152
"Rv0779c"	29	24	37	34	33	33
"Rv0780"	134	149	169	125	127	119
"Rv0783c"	327	348	360	295	354	282
"Rv0784"	63	69	77	72	64	65
"Rv0785"	162	208	189	141	191	197
"Rv0786c"	19	33	24	29	27	33
"Rv0787"	318	318	312	265	264	138
"Rv0787A"	133	204	197	127	109	87
"Rv0788"	246	238	251	227	261	153
"Rv0789c"	40	54	43	32	40	41
"Rv0790c"	21	19	22	22	23	36
"Rv0791c"	83	99	99	71	82	74
"Rv0792c"	96	81	93	73	68	73
"Rv0793"	17	23	21	15	9	32
"Rv0794c"	126	99	142	144	171	177
"Rv0797"	11	5	2	2	2	2
"Rv0798c"	170	191	222	188	180	147
"Rv0799c"	198	231	256	225	210	142
"Rv0800"	113	152	163	113	133	140
"Rv0801"	80	94	85	61	86	47
"Rv0802c"	90	75	75	59	59	85
"Rv0803"	596	665	715	571	698	532
"Rv0804"	82	79	76	79	85	77
"Rv0805"	785	699	798	833	728	349
"Rv0806c"	139	146	151	134	113	129
"Rv0807"	43	51	66	53	59	30
"Rv0808"	608	795	827	566	800	518
"Rv0809"	663	669	706	584	629	236
"Rv0810c"	484	480	536	503	407	211
"Rv0811c"	206	271	272	216	285	147
"Rv0812"	112	115	131	94	102	93
"Rv0813c"	288	259	305	315	329	173
"Rv0814c"	118	103	113	148	147	56
"Rv0815c"	19	17	11	30	29	7
"Rv0816c"	63	53	72	68	57	39
"Rv0817c"	39	36	37	36	27	55
"Rv0818"	272	265	360	286	352	165
"Rv0819"	150	173	182	165	186	113
"Rv0820"	235	198	199	215	195	135
"Rv0821c"	390	592	642	433	587	306
"Rv0822c"	466	530	609	474	509	339
"Rv0823c"	972	1057	1178	1050	1153	663
"Rv0824c"	2309	2397	2559	2311	2009	988
"Rv0825c"	114	103	94	110	92	58
"Rv0826"	57	38	41	55	43	51
"Rv0827c"	28	23	60	32	28	43
"Rv0828c"	8	6	10	6	13	24
"Rv0830"	107	80	64	114	69	67
"Rv0831c"	521	445	413	574	431	309
"Rv0832"	83	94	80	82	76	61
"Rv0833"	243	211	282	266	247	93
"Rv0834c"	594	620	726	625	834	361
"Rv0835"	65	118	92	93	87	80
"Rv0836c"	58	71	80	79	73	40
"Rv0837c"	40	59	52	38	43	76
"Rv0838"	63	78	87	84	73	71
"Rv0839"	172	194	204	209	225	178
"Rv0840c"	61	82	69	67	65	88
"Rv0841"	12	16	10	4	10	17
"Rv0842"	102	121	138	94	93	104
"Rv0843"	40	51	54	52	42	76
"Rv0844c"	231	283	337	276	268	196
"Rv0845"	157	112	147	155	126	141
"Rv0846c"	77	101	125	86	104	113
"Rv0847"	34	35	29	21	46	36
"Rv0848"	71	90	99	64	64	99
"Rv0849"	54	36	56	46	44	78
"Rv0851c"	94	106	113	85	131	116
"Rv0852"	195	201	241	190	193	128
"Rv0853c"	361	461	431	310	401	204
"Rv0854"	161	168	195	125	158	106
"Rv0855"	156	266	293	170	189	176
"Rv0856"	169	216	206	157	212	111
"Rv0857"	153	160	187	154	149	92
"Rv0858c"	135	138	144	120	133	115
"Rv0859"	759	892	979	701	867	449
"Rv0860"	1412	2198	1966	1470	1772	1393
"Rv0861c"	236	290	300	235	284	306
"Rv0862c"	177	206	214	183	206	202
"Rv0863"	171	190	162	156	125	72
"Rv0864"	320	328	301	308	287	162
"Rv0865"	92	104	96	88	87	70
"Rv0866"	45	55	79	54	51	30
"Rv0867c"	117	141	147	72	127	121
"Rv0868c"	122	145	146	144	117	89
"Rv0869c"	310	348	411	287	335	197
"Rv0870c"	218	240	255	194	271	113
"Rv0871"	499	583	650	576	617	214
"Rv0872c"	1277	1672	1908	1568	1825	494
"Rv0873"	1026	1344	1344	1129	1189	682
"Rv0874c"	163	193	195	145	190	116
"Rv0875c"	71	77	91	53	68	81
"Rv0876c"	324	413	466	364	477	353
"Rv0877"	593	782	832	602	689	302
"Rv0878c"	110	126	122	111	120	110
"Rv0879c"	142	156	152	152	134	78
"Rv0880"	80	59	74	93	66	47
"Rv0881"	76	81	60	57	56	68
"Rv0882"	39	30	37	27	28	16
"Rv0883c"	324	284	310	286	242	187
"Rv0884c"	242	354	303	240	274	209
"Rv0885"	816	1028	1209	901	1004	598
"Rv0886"	277	437	431	312	451	392
"Rv0887c"	30	35	40	37	34	24
"Rv0888"	778	770	866	995	831	359
"Rv0889c"	350	359	362	313	372	263
"Rv0890c"	381	449	479	358	413	473
"Rv0891c"	88	72	67	87	54	55
"Rv0892"	212	295	355	229	268	324
"Rv0893c"	37	48	54	39	41	72
"Rv0894"	36	39	29	38	35	83
"Rv0895"	29	43	49	38	46	113
"Rv0896"	1072	1190	1280	1031	1108	868
"Rv0897c"	186	205	218	174	204	173
"Rv0898c"	55	102	133	87	87	86
"Rv0899"	154	146	190	167	129	137
"Rv0900"	7	12	15	1	7	3
"Rv0901"	103	188	160	113	125	94
"Rv0902c"	258	287	283	269	285	225
"Rv0903c"	245	255	308	276	319	178
"Rv0904c"	152	141	185	176	151	117
"Rv0905"	192	185	211	174	163	175
"Rv0906"	145	234	261	181	249	185
"Rv0907"	248	324	290	259	285	268
"Rv0908"	389	476	509	376	402	367
"Rv0909"	151	212	188	150	121	85
"Rv0910"	258	397	377	300	316	168
"Rv0911"	146	147	166	158	160	105
"Rv0912"	88	79	88	97	93	64
"Rv0913c"	280	419	437	290	342	278
"Rv0914c"	269	375	382	255	293	199
"Rv0915c"	46	72	56	42	51	61
"Rv0916c"	16	18	14	15	13	12
"Rv0917"	215	217	259	252	234	155
"Rv0918"	31	36	37	27	33	47
"Rv0919"	208	156	197	206	162	136
"Rv0920c"	180	253	246	189	196	160
"Rv0921"	88	100	122	89	83	38
"Rv0922"	984	1330	1364	1037	1115	991
"Rv0923c"	293	390	443	288	359	237
"Rv0924c"	141	140	164	145	119	135
"Rv0925c"	373	483	460	353	354	359
"Rv0926c"	134	173	222	146	179	180
"Rv0927c"	69	51	79	55	76	97
"Rv0928"	252	208	241	213	173	142
"Rv0929"	103	117	130	90	125	116
"Rv0930"	179	246	227	233	210	139
"Rv0931c"	1974	2244	2208	1963	2060	1364
"Rv0932c"	2196	2626	2601	2202	2235	1412
"Rv0933"	450	538	545	484	425	249
"Rv0934"	1152	1511	1440	1067	1028	778
"Rv0935"	800	967	926	798	939	383
"Rv0936"	296	256	301	290	289	184
"Rv0937c"	154	167	168	182	162	125
"Rv0938"	370	576	563	427	548	410
"Rv0939"	585	712	746	614	633	348
"Rv0940c"	105	123	112	99	132	123
"Rv0941c"	160	197	208	154	192	167
"Rv0942"	70	100	99	74	87	44
"Rv0943c"	24	34	29	31	22	72
"Rv0944"	22	37	37	21	13	33
"Rv0945"	146	150	148	113	128	95
"Rv0946c"	154	212	203	165	196	208
"Rv0948c"	367	282	288	385	244	132
"Rv0949"	257	365	410	297	374	303
"Rv0950c"	455	379	412	362	349	194
"Rv0951"	681	805	729	637	641	533
"Rv0952"	451	551	548	435	503	543
"Rv0953c"	37	79	72	51	43	88
"Rv0954"	1461	1430	1475	1409	1301	618
"Rv0955"	495	490	596	503	547	255
"Rv0956"	61	59	68	64	50	59
"Rv0957"	374	407	456	290	371	315
"Rv0958"	284	407	394	292	302	164
"Rv0959"	310	481	483	293	441	278
"Rv0959A"	21	22	19	18	17	20
"Rv0960"	69	69	84	74	65	48
"Rv0961"	131	132	164	177	167	67
"Rv0962c"	37	35	34	29	31	38
"Rv0963c"	28	28	21	29	17	51
"Rv0964c"	22	28	21	19	18	39
"Rv0965c"	87	93	93	99	78	54
"Rv0966c"	350	418	438	351	315	149
"Rv0967"	60	105	90	84	85	57
"Rv0968"	59	75	83	54	58	58
"Rv0969"	261	318	303	237	290	227
"Rv0970"	123	122	134	104	126	95
"Rv0971c"	35	49	49	44	36	53
"Rv0972c"	62	60	53	63	70	118
"Rv0973c"	55	71	65	66	68	134
"Rv0974c"	36	45	42	44	37	107
"Rv0975c"	34	39	32	36	29	75
"Rv0976c"	72	46	46	43	45	141
"Rv0977"	287	292	300	239	257	196
"Rv0978c"	7	10	15	8	7	23
"Rv0979A"	40	18	26	32	36	17
"Rv0979c"	6	12	7	12	2	16
"Rv0980c"	227	218	245	248	217	90
"Rv0981"	238	277	310	263	287	179
"Rv0982"	578	647	669	594	720	460
"Rv0983"	721	855	927	774	907	436
"Rv0984"	490	534	590	504	512	325
"Rv0985c"	168	180	198	171	141	82
"Rv0986"	33	52	52	54	38	50
"Rv0987"	304	476	539	356	407	271
"Rv0988"	305	359	393	252	302	174
"Rv0989c"	129	119	114	112	114	95
"Rv0990c"	51	55	56	55	49	70
"Rv0991c"	225	174	232	197	193	125
"Rv0992c"	73	99	102	76	92	63
"Rv0993"	439	570	615	413	481	213
"Rv0994"	719	921	962	750	852	367
"Rv0995"	193	253	255	182	222	147
"Rv0996"	634	858	893	759	826	618
"Rv0997"	166	228	199	175	180	197
"Rv0997a"	277	362	340	306	326	239
"Rv0998"	220	206	221	225	193	110
"Rv0999"	197	218	186	160	179	140
"Rv1000c"	54	72	84	39	61	58
"Rv1001"	232	282	236	180	186	174
"Rv1002c"	254	286	299	263	287	188
"Rv1003"	62	63	59	69	60	71
"Rv1004c"	172	180	213	151	207	106
"Rv1005c"	135	186	161	139	188	164
"Rv1006"	1409	1507	1622	1321	1160	507
"Rv1007c"	189	269	284	191	219	241
"Rv1008"	60	74	48	45	57	59
"Rv1009"	865	986	932	695	718	317
"Rv1010"	291	375	393	276	358	199
"Rv1011"	202	177	222	183	188	103
"Rv1012"	19	14	18	20	21	19
"Rv1013"	1045	1374	1436	1142	1278	501
"Rv1014c"	79	64	77	59	65	37
"Rv1015c"	433	366	360	368	254	128
"Rv1016c"	259	217	273	272	249	152
"Rv1017c"	591	630	619	522	501	353
"Rv1018c"	560	641	648	451	556	287
"Rv1019"	191	173	204	189	200	109
"Rv1020"	368	458	458	375	470	411
"Rv1021"	164	208	243	174	212	140
"Rv1022"	130	170	198	139	164	116
"Rv1023"	432	581	584	413	512	331
"Rv1024"	82	110	138	85	83	109
"Rv1025"	94	107	99	82	71	41
"Rv1026"	103	129	108	103	114	135
"Rv1027c"	39	52	64	51	65	65
"Rv1028A"	5	7	9	8	7	17
"Rv1028c"	156	185	241	198	180	245
"Rv1029"	90	128	110	99	118	131
"Rv1030"	104	126	125	115	91	189
"Rv1031"	53	51	55	53	43	37
"Rv1032c"	226	297	280	229	256	165
"Rv1033c"	288	360	366	401	346	198
"Rv1037c"	14	15	14	12	18	16
"Rv1038c"	12	12	6	13	9	15
"Rv1039c"	78	61	83	61	57	78
"Rv1040c"	19	26	27	9	19	52
"Rv1041c"	13	5	12	12	11	7
"Rv1042c"	78	69	64	67	64	20
"Rv1043c"	138	139	157	152	159	123
"Rv1044"	22	18	19	19	19	35
"Rv1045"	59	61	85	70	62	84
"Rv1047"	10	14	12	17	12	7
"Rv1048c"	55	73	69	74	75	86
"Rv1049"	43	45	50	49	47	51
"Rv1050"	26	24	30	32	33	58
"Rv1051c"	12	12	13	9	11	90
"Rv1052"	71	74	86	66	80	49
"Rv1056"	85	69	86	97	80	90
"Rv1057"	13	13	10	11	12	112
"Rv1058"	160	190	246	162	180	200
"Rv1059"	193	243	271	189	224	179
"Rv1060"	227	236	234	239	236	100
"Rv1061"	105	115	110	87	91	102
"Rv1062"	44	63	71	55	78	75
"Rv1063c"	97	147	150	92	114	153
"Rv1064c"	47	44	46	47	39	38
"Rv1065"	236	205	186	205	203	141
"Rv1066"	37	36	46	33	35	41
"Rv1067c"	18	18	21	20	19	68
"Rv1068c"	20	20	23	14	9	60
"Rv1069c"	249	274	307	267	317	333
"Rv1070c"	164	212	197	140	186	255
"Rv1071c"	254	267	273	247	202	176
"Rv1072"	6138	6237	6704	6511	6766	2302
"Rv1073"	1310	1281	1316	1288	1336	464
"Rv1074c"	999	1178	1252	1045	1098	691
"Rv1075c"	80	67	91	64	85	91
"Rv1076"	334	458	544	627	609	301
"Rv1077"	612	701	725	688	791	475
"Rv1078"	1044	1560	1615	1039	1461	648
"Rv1079"	1198	1314	1368	1001	1233	501
"Rv1080c"	953	982	989	1069	948	574
"Rv1081c"	40	41	60	43	35	37
"Rv1082"	210	252	241	212	211	155
"Rv1083"	26	56	40	26	28	15
"Rv1084"	215	229	251	196	220	210
"Rv1085c"	209	235	239	176	176	146
"Rv1086"	164	190	242	193	209	150
"Rv1087"	250	342	400	293	397	143
"Rv1088"	8	11	14	13	10	37
"Rv1088a"	13	9	19	12	7	17
"Rv1091"	211	253	325	254	255	141
"Rv1092c"	120	132	105	86	105	115
"Rv1093"	578	584	586	540	620	422
"Rv1094"	2894	3272	3390	2866	2816	1227
"Rv1095"	1305	1494	1643	1304	1591	989
"Rv1096"	374	413	446	369	337	145
"Rv1097c"	192	247	258	213	218	154
"Rv1098c"	415	533	542	379	434	388
"Rv1099c"	331	305	340	328	267	186
"Rv1100"	190	166	224	152	201	119
"Rv1101c"	198	216	278	277	233	152
"Rv1102c"	89	61	101	110	100	50
"Rv1103c"	48	54	35	43	35	31
"Rv1106c"	350	328	370	338	316	151
"Rv1107c"	104	132	148	98	60	64
"Rv1108c"	212	248	239	202	248	155
"Rv1109c"	687	711	733	680	609	438
"Rv1110"	513	600	576	517	608	284
"Rv1111c"	271	270	284	246	228	181
"Rv1112"	58	55	69	50	46	65
"Rv1113"	24	25	28	27	27	18
"Rv1114"	51	70	56	65	56	40
"Rv1115"	29	21	29	32	27	40
"Rv1116"	79	47	62	70	55	48
"Rv1117"	232	217	207	179	202	75
"Rv1118c"	149	119	121	106	114	113
"Rv1119c"	6	7	6	8	6	6
"Rv1120c"	8	9	12	16	5	37
"Rv1121"	494	582	575	564	557	332
"Rv1122"	201	285	309	208	253	166
"Rv1123c"	174	196	198	175	162	145
"Rv1124"	86	122	125	91	118	122
"Rv1125"	69	71	98	99	104	125
"Rv1126c"	74	100	102	74	84	95
"Rv1127c"	170	245	272	185	209	245
"Rv1128c"	34	38	48	47	46	85
"Rv1129c"	18	18	12	18	23	90
"Rv1130"	14	10	13	17	19	94
"Rv1131"	11	20	14	24	23	55
"Rv1132"	524	523	571	505	459	379
"Rv1133c"	5381	5234	5368	4736	4680	2437
"Rv1134"	8	10	15	8	10	12
"Rv1135c"	92	83	74	90	95	120
"Rv1138a"	7	11	10	11	15	33
"Rv1138c"	77	78	84	86	80	85
"Rv1139c"	87	95	96	104	80	69
"Rv1140"	206	207	232	201	213	177
"Rv1141c"	130	108	144	116	110	60
"Rv1142c"	156	139	126	158	168	136
"Rv1143"	119	117	129	89	97	131
"Rv1144"	457	410	522	414	336	231
"Rv1145"	66	55	54	50	40	58
"Rv1146"	121	137	132	113	126	140
"Rv1147"	61	57	68	58	49	84
"Rv1148c"	133	157	193	169	159	112
"Rv1149"	0	0	0	0	1	3
"Rv1151c"	85	117	108	87	108	86
"Rv1152"	55	68	54	62	80	47
"Rv1153c"	98	82	100	90	71	87
"Rv1154c"	61	63	65	72	56	45
"Rv1155"	180	197	248	172	191	117
"Rv1155a"	139	176	192	123	167	118
"Rv1156"	711	826	845	686	757	461
"Rv1157c"	373	469	536	424	465	268
"Rv1158c"	119	273	268	173	219	83
"Rv1159"	188	220	211	183	209	154
"Rv1159A"	79	125	136	121	111	101
"Rv1160"	84	93	112	83	74	36
"Rv1161"	3352	4688	5380	3611	4527	1984
"Rv1162"	1376	1893	2025	1439	1637	755
"Rv1163"	179	215	285	233	229	119
"Rv1164"	321	297	372	330	397	209
"Rv1165"	459	451	520	399	458	257
"Rv1166"	366	444	502	383	415	250
"Rv1167c"	168	159	188	155	172	99
"Rv1168c"	178	258	300	166	190	98
"Rv1169c"	21	22	11	17	16	11
"Rv1170"	162	181	182	132	153	118
"Rv1171"	503	490	507	386	382	147
"Rv1172c"	744	912	966	661	732	203
"Rv1173"	1530	1882	1933	1540	1771	940
"Rv1174c"	1578	1670	1806	1493	1345	404
"Rv1175c"	435	557	671	450	501	301
"Rv1176c"	45	44	54	41	38	32
"Rv1177"	529	536	581	518	430	248
"Rv1178"	583	628	697	544	611	351
"Rv1179c"	811	965	1019	834	947	410
"Rv1180"	1596	1997	2245	1565	1857	753
"Rv1181"	5689	8175	9071	5676	7756	3101
"Rv1182"	2340	2551	2838	2262	2259	1261
"Rv1183"	3221	3800	4200	3137	3566	1540
"Rv1184c"	994	923	1112	1055	896	306
"Rv1185c"	2021	2465	2642	2277	2410	982
"Rv1186c"	231	302	348	240	342	202
"Rv1187"	115	112	135	156	200	269
"Rv1188"	28	47	57	50	94	109
"Rv1189"	32	45	41	41	48	86
"Rv1190"	29	43	35	45	47	64
"Rv1191"	134	146	168	154	139	92
"Rv1192"	599	652	670	539	558	229
"Rv1193"	296	302	327	284	306	225
"Rv1194c"	646	663	695	600	594	266
"Rv1195"	683	629	563	531	423	521
"Rv1196"	1357	1204	1265	408	404	187
"Rv1197"	1016	1088	1027	834	715	767
"Rv1198"	735	879	904	610	597	416
"Rv1199c"	46	48	28	17	21	13
"Rv1200"	419	447	430	352	392	190
"Rv1201c"	533	587	624	486	474	235
"Rv1202"	198	226	221	248	224	206
"Rv1203c"	17	24	23	18	17	34
"Rv1204c"	302	322	317	287	271	233
"Rv1205"	179	256	243	171	155	97
"Rv1206"	415	557	520	360	435	314
"Rv1207"	246	261	257	198	217	180
"Rv1208"	170	248	265	219	245	209
"Rv1209"	120	123	141	126	171	64
"Rv1210"	202	238	257	198	244	172
"Rv1211"	375	489	556	441	454	330
"Rv1212c"	388	398	451	376	370	231
"Rv1213"	219	303	304	263	280	224
"Rv1214c"	49	52	64	36	66	55
"Rv1215c"	401	437	553	513	477	292
"Rv1216c"	110	103	120	122	107	95
"Rv1217c"	96	136	115	166	149	184
"Rv1218c"	63	76	73	64	83	80
"Rv1219c"	58	51	50	50	47	70
"Rv1220c"	201	277	269	199	192	146
"Rv1221"	329	404	380	364	475	379
"Rv1222"	439	525	577	474	547	213
"Rv1223"	1415	1765	1891	1454	1646	824
"Rv1224"	166	207	222	181	161	101
"Rv1225c"	151	224	179	140	206	132
"Rv1226c"	76	72	106	100	92	107
"Rv1227c"	26	26	29	16	29	51
"Rv1228"	172	188	216	207	219	85
"Rv1228a"	125	171	168	111	100	31
"Rv1229c"	666	642	732	684	692	309
"Rv1230c"	606	740	767	685	632	298
"Rv1231c"	138	140	167	135	135	181
"Rv1232c"	255	261	274	263	290	256
"Rv1233c"	278	261	282	295	269	204
"Rv1234"	161	237	215	192	210	130
"Rv1235"	192	230	271	186	240	181
"Rv1236"	105	126	145	91	113	112
"Rv1237"	152	177	211	154	187	128
"Rv1238"	323	483	458	325	358	218
"Rv1239c"	154	181	216	162	179	138
"Rv1240"	545	595	585	503	490	345
"Rv1241"	85	106	102	93	64	54
"Rv1242"	54	57	38	36	39	56
"Rv1243c"	25	41	33	21	25	78
"Rv1244"	219	243	257	222	263	128
"Rv1245c"	207	234	262	247	238	162
"Rv1246c"	19	26	15	25	25	21
"Rv1247c"	48	56	66	48	45	40
"Rv1248c"	2180	2185	2199	2286	2183	1239
"Rv1249c"	302	306	343	306	295	166
"Rv1250"	149	154	154	167	139	144
"Rv1251c"	283	357	349	277	316	449
"Rv1252c"	103	124	142	108	115	78
"Rv1253"	455	431	490	443	361	280
"Rv1254"	194	289	250	214	260	177
"Rv1255c"	53	58	74	73	81	59
"Rv1256c"	137	144	156	142	163	157
"Rv1257c"	366	365	421	322	367	239
"Rv1258c"	76	67	105	110	83	105
"Rv1259"	23	39	38	20	41	66
"Rv1260"	269	314	333	241	287	249
"Rv1261c"	121	89	120	106	118	76
"Rv1262c"	39	39	40	27	51	38
"Rv1263"	65	88	75	55	78	131
"Rv1264"	409	431	466	425	428	248
"Rv1265"	200	244	277	180	216	105
"Rv1266c"	247	346	357	257	276	227
"Rv1267c"	86	104	111	93	81	126
"Rv1268c"	32	36	29	40	51	39
"Rv1269c"	67	78	84	76	67	45
"Rv1270c"	224	235	241	193	196	152
"Rv1271c"	196	161	193	224	190	87
"Rv1272c"	247	273	270	217	236	224
"Rv1273c"	149	166	168	142	142	164
"Rv1274"	400	496	493	411	437	249
"Rv1275"	372	467	476	361	432	170
"Rv1276c"	53	40	40	50	40	63
"Rv1277"	136	157	173	176	174	191
"Rv1278"	350	559	595	408	533	561
"Rv1279"	317	400	419	311	387	360
"Rv1280c"	397	497	456	338	401	337
"Rv1281c"	243	347	316	250	296	224
"Rv1282c"	131	187	196	137	147	145
"Rv1283c"	202	245	243	202	174	182
"Rv1284"	168	115	164	146	129	88
"Rv1285"	79	99	103	59	120	70
"Rv1286"	184	202	232	186	193	168
"Rv1287"	96	96	106	74	88	103
"Rv1288"	56	77	82	61	74	112
"Rv1289"	87	114	132	98	110	92
"Rv1290A"	9	4	11	10	9	9
"Rv1290c"	95	93	97	107	84	124
"Rv1291c"	27	12	21	19	14	29
"Rv1292"	158	182	170	160	157	175
"Rv1293"	300	428	425	313	299	142
"Rv1294"	305	384	455	116	132	138
"Rv1295"	328	421	432	110	140	142
"Rv1296"	263	218	260	82	83	94
"Rv1297"	6674	6671	6950	6288	5972	2176
"Rv1298"	1083	910	911	1062	734	305
"Rv1299"	419	416	454	341	397	192
"Rv1300"	333	358	383	389	405	254
"Rv1301"	248	264	280	287	332	177
"Rv1302"	452	422	460	403	489	188
"Rv1303"	466	471	507	511	471	251
"Rv1304"	315	338	352	283	291	233
"Rv1305"	365	329	341	358	340	379
"Rv1306"	1146	1086	1061	1116	1096	802
"Rv1307"	1926	2018	2079	1879	1972	1243
"Rv1308"	2178	2373	2458	2105	2136	1552
"Rv1309"	902	1041	961	929	881	701
"Rv1310"	2100	2129	2102	2009	2018	1490
"Rv1311"	393	523	459	325	392	293
"Rv1312"	199	233	228	195	166	146
"Rv1313c"	59	55	64	76	51	12
"Rv1314c"	84	57	77	62	81	74
"Rv1315"	489	578	582	458	515	290
"Rv1316c"	81	96	90	78	71	68
"Rv1317c"	184	200	169	156	164	153
"Rv1318c"	181	230	225	155	189	140
"Rv1319c"	262	277	302	259	221	189
"Rv1320c"	582	713	773	603	646	344
"Rv1321"	262	325	339	243	286	147
"Rv1322"	132	108	126	117	112	50
"Rv1322A"	1303	2083	2128	1267	1642	831
"Rv1323"	1456	1584	1648	1546	1556	724
"Rv1324"	722	780	746	724	762	733
"Rv1325c"	106	133	160	110	105	106
"Rv1326c"	352	480	450	349	368	305
"Rv1327c"	415	495	531	458	494	263
"Rv1328"	749	874	859	714	782	677
"Rv1329c"	169	213	214	160	181	198
"Rv1330c"	91	127	109	92	97	139
"Rv1331"	203	221	259	222	231	200
"Rv1332"	245	311	330	303	331	214
"Rv1333"	202	211	297	247	325	185
"Rv1334"	120	96	122	108	122	47
"Rv1335"	80	96	76	96	67	61
